article_id,technique,source_col
128,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
129,Descriptive Statistics,other_techniques
130,Descriptive Statistics,other_techniques
131,Descriptive Statistics,other_techniques
132,Descriptive Statistics,other_techniques
133,Descriptive Statistics,other_techniques
134,Descriptive Statistics,other_techniques
134,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
135,Descriptive Statistics,other_techniques
135,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
136,Descriptive Statistics,other_techniques
137,Not used,other_techniques
138,Descriptive Statistics,other_techniques
139,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
139,Descriptive Statistics,other_techniques
139,Chi-Square Test,other_techniques
140,Not used,other_techniques
141,Chi-Square Test,other_techniques
142,Not used,other_techniques
143,Descriptive Statistics,other_techniques
143,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
143,Weibull Shape Parameter (WSP) Test,other_techniques
144,Descriptive Statistics,other_techniques
145,Descriptive Statistics,other_techniques
146,Descriptive Statistics,other_techniques
146,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
147,Descriptive Statistics,other_techniques
148,Descriptive Statistics,other_techniques
149,Descriptive Statistics,other_techniques
149,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
150,Descriptive Statistics,other_techniques
150,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
151,Descriptive Statistics,other_techniques
152,Not used,other_techniques
153,Descriptive Statistics,other_techniques
153,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
154,Descriptive Statistics,other_techniques
154,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
155,Descriptive Statistics,other_techniques
156,Descriptive Statistics,other_techniques
156,Chi-Square Test,other_techniques
156,Fisher’s Exact Test,other_techniques
156,Mann-Whitney U Test,other_techniques
157,Descriptive Statistics,other_techniques
158,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
158,Mann-Whitney U Test,other_techniques
158,Kruskal-Wallis Test,other_techniques
158,Chi-Square Test,other_techniques
158,Fisher’s Exact Test,other_techniques
159,Not used,other_techniques
160,Time-to-Onset (TTO) / Time-to-Event Analysis,other_techniques
161,Descriptive Statistics,other_techniques
162,Calinski–Harabasz Index,other_techniques
162,Davies–Bouldin Index,other_techniques
162,Dunn Index,other_techniques
162,Baker-Hubert Gamma Index,other_techniques
